ubp_id,symbol,id_atomic_number,period,chemical_class,lexicon,vector_weight,nrci,tax_exact,atomic_mass,boiling_point,melting_point,atomic_number,density
ELEM_Re_075,Re,75,PERIOD_6,TRANSITION_METAL,"[Element: Rhenium (Re)], [Rhenium (Z=75). A Solid (Phase 3) with Hexagonal potential. Valence 2. Tension: 7. A d-block transition metal in period 6, variable oxidation character.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,18621/100,5869,3459,75,1051/50
ELEM_Os_076,Os,76,PERIOD_6,TRANSITION_METAL,"[Element: Osmium (Os)], [Osmium (Z=76). A Solid (Phase 3) with Hexagonal potential. Valence 2. Tension: 3. A d-block transition metal in period 6, variable oxidation character.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,19023/100,5285,3306,76,22587/1000
ELEM_Ir_077,Ir,77,PERIOD_6,TRANSITION_METAL,"[Element: Iridium (Ir)], [Iridium (Z=77). A Solid (Phase 3) with FCC/Cubic potential. Valence 2. Tension: 2. A d-block transition metal in period 6, variable oxidation character.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,9611/50,4701,2719,77,11281/500
ELEM_Pt_078,Pt,78,PERIOD_6,TRANSITION_METAL,"[Element: Platinum (Pt)], [Platinum (Z=78). A Solid (Phase 3) with FCC/Cubic potential. Valence 1. Tension: 5. A d-block transition metal in period 6, variable oxidation character.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,4877/25,4098,10207/5,78,1073/50
ELEM_Au_079,Au,79,PERIOD_6,TRANSITION_METAL,"[Element: Gold (Au)], [Gold (Z=79). A Solid (Phase 3) with FCC/Cubic potential. Valence 1. Tension: 8. A d-block transition metal in period 6, variable oxidation character.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,19697/100,3129,133733/100,79,9641/500
ELEM_Hg_080,Hg,80,PERIOD_6,TRANSITION_METAL,"[Element: Mercury (Hg)], [Mercury (Z=80). A Liquid (Phase 2) with Other/Unknown potential. Valence 2. Tension: 1. A d-block transition metal in period 6, variable oxidation character.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,20059/100,15747/25,5858/25,80,16917/1250
ELEM_Tl_081,Tl,81,PERIOD_6,POST_TRANSITION_METAL,"[Element: Thallium (Tl)], [Thallium (Z=81). A Solid (Phase 3) with Hexagonal potential. Valence 3. Tension: 4. A Post Transition element in period 6.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,10219/50,1746,577,81,237/20
ELEM_Pb_082,Pb,82,PERIOD_6,POST_TRANSITION_METAL,"[Element: Lead (Pb)], [Lead (Z=82). A Solid (Phase 3) with FCC/Cubic potential. Valence 4. Tension: 6. A Post Transition element in period 6.]",16,0.6159605143398686,251540099987291377284560121471552045519461326629092897089382/40344489343054752407088436891842371820968160890283666757563,1036/5,2022,60061/100,82,5671/500
ELEM_Bi_083,Bi,83,PERIOD_6,POST_TRANSITION_METAL,"[Element: Bismuth (Bi)], [Bismuth (Z=83). A Solid (Phase 3) with Other/Unknown potential. Valence 5. Tension: 8. A Post Transition element in period 6.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,10449/50,1837,10891/20,83,9807/1000
ELEM_Po_084,Po,84,PERIOD_6,POST_TRANSITION_METAL,"[Element: Polonium (Po)], [Polonium (Z=84). A Solid (Phase 3) with Monoclinic potential. Valence 6. Tension: 4. A Post Transition element in period 6.]",16,0.6159605143398686,251540099987291377284560121471552045519461326629092897089382/40344489343054752407088436891842371820968160890283666757563,209,1235,527,84,233/25
ELEM_At_085,At,85,PERIOD_6,HALOGEN,"[Element: Astatine (At)], [Astatine (Z=85). A Solid (Phase 3) with Other/Unknown potential. Valence 7. Tension: 6. A Halogen element in period 6.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,210,610,575,85,127/20
ELEM_Rn_086,Rn,86,PERIOD_6,NOBLE_GAS,"[Element: Radon (Rn)], [Radon (Z=86). A Gas (Phase 1) with FCC/Cubic potential. Valence 8. Tension: 9. A noble gas closure at period 6, full shell stability.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,222,2113/10,202,86,973/100
ELEM_Fr_087,Fr,87,PERIOD_7,ALKALI_METAL,"[Element: Francium (Fr)], [Francium (Z=87). A Solid (Phase 3) with BCC potential. Valence 1. Tension: 6. Period 7 alkali opener, single valence electron seeking union.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,223,950,300,87,187/100
ELEM_Ra_088,Ra,88,PERIOD_7,ALKALINE_EARTH,"[Element: Radium (Ra)], [Radium (Z=88). A Solid (Phase 3) with BCC potential. Valence 2. Tension: 6. A Alkaline Earth element in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,226,2010,973,88,11/2
ELEM_Ac_089,Ac,89,PERIOD_7,ACTINIDE,"[Element: Actinium (Ac)], [Actinium (Z=89). A Solid (Phase 3) with FCC/Cubic potential. Valence 2. Tension: 8. An f-block element, deep orbital complexity in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,227,3471,1323,89,1007/100
ELEM_Th_090,Th,90,PERIOD_7,ACTINIDE,"[Element: Thorium (Th)], [Thorium (Z=90). A Solid (Phase 3) with FCC/Cubic potential. Valence 2. Tension: 6. An f-block element, deep orbital complexity in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,5801/25,5061,2115,90,293/25
ELEM_Pa_091,Pa,91,PERIOD_7,ACTINIDE,"[Element: Protactinium (Pa)], [Protactinium (Z=91). A Solid (Phase 3) with Tetragonal potential. Valence 2. Tension: 8. An f-block element, deep orbital complexity in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,5776/25,4300,1841,91,1537/100
ELEM_U_092,U,92,PERIOD_7,ACTINIDE,"[Element: Uranium (U)], [Uranium (Z=92). A Solid (Phase 3) with Orthorhombic potential. Valence 2. Tension: 8. An f-block element, deep orbital complexity in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,23803/100,4404,14053/10,92,379/20
ELEM_Np_093,Np,93,PERIOD_7,ACTINIDE,"[Element: Neptunium (Np)], [Neptunium (Z=93). A Solid (Phase 3) with Orthorhombic potential. Valence 2. Tension: 9. An f-block element, deep orbital complexity in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,237,4273,917,93,409/20
ELEM_Pu_094,Pu,94,PERIOD_7,ACTINIDE,"[Element: Plutonium (Pu)], [Plutonium (Z=94). A Solid (Phase 3) with Monoclinic potential. Valence 2. Tension: 8. An f-block element, deep orbital complexity in period 7.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,244,3501,1825/2,94,496/25
ELEM_Am_095,Am,95,PERIOD_7,ACTINIDE,"[Element: Americium (Am)], [Americium (Z=95). A Solid (Phase 3) with Hexagonal potential. Valence 2. Tension: 5. An f-block element, deep orbital complexity in period 7.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,243,2880,1449,95,1369/100
ELEM_Cm_096,Cm,96,PERIOD_7,ACTINIDE,"[Element: Curium (Cm)], [Curium (Z=96). A Solid (Phase 3) with Hexagonal potential. Valence 2. Tension: 5. An f-block element, deep orbital complexity in period 7.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,247,3383,1613,96,1351/100
ELEM_Bk_097,Bk,97,PERIOD_7,ACTINIDE,"[Element: Berkelium (Bk)], [Berkelium (Z=97). A Solid (Phase 3) with Hexagonal potential. Valence 2. Tension: 6. An f-block element, deep orbital complexity in period 7.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,247,2900,1259,97,1479/100
ELEM_Cf_098,Cf,98,PERIOD_7,ACTINIDE,"[Element: Californium (Cf)], [Californium (Z=98). A Solid (Phase 3) with Hexagonal potential. Valence 2. Tension: 4. An f-block element, deep orbital complexity in period 7.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,251,1743,1173,98,151/10
ELEM_Es_099,Es,99,PERIOD_7,ACTINIDE,"[Element: Einsteinium (Es)], [Einsteinium (Z=99). A Solid (Phase 3) with FCC/Cubic potential. Valence 2. Tension: 7. An f-block element, deep orbital complexity in period 7.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,252,1269,1133,99,221/25
ELEM_Fm_100,Fm,100,PERIOD_7,ACTINIDE,"[Element: Fermium (Fm)], [Fermium (Z=100). A Solid (Phase 3) with Other/Unknown potential. Valence 2. Tension: 6. An f-block element, deep orbital complexity in period 7.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,257,0,1800,100,0
ELEM_Md_101,Md,101,PERIOD_7,ACTINIDE,"[Element: Mendelevium (Md)], [Mendelevium (Z=101). A Solid (Phase 3) with Other/Unknown potential. Valence 2. Tension: 7. An f-block element, deep orbital complexity in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,258,0,1100,101,0
ELEM_No_102,No,102,PERIOD_7,ACTINIDE,"[Element: Nobelium (No)], [Nobelium (Z=102). A Solid (Phase 3) with Other/Unknown potential. Valence 2. Tension: 5. An f-block element, deep orbital complexity in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,259,0,1100,102,0
ELEM_Lr_103,Lr,103,PERIOD_7,ACTINIDE,"[Element: Lawrencium (Lr)], [Lawrencium (Z=103). A Solid (Phase 3) with Other/Unknown potential. Valence 3. Tension: 7. An f-block element, deep orbital complexity in period 7.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,266,0,1900,103,0
ELEM_Rf_104,Rf,104,PERIOD_7,TRANSITION_METAL,"[Element: Rutherfordium (Rf)], [Rutherfordium (Z=104). A Solid (Phase 3) with Hexagonal potential. Valence 2. Tension: 6. A d-block transition metal in period 7, variable oxidation character.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,267,5800,2400,104,116/5
ELEM_Db_105,Db,105,PERIOD_7,TRANSITION_METAL,"[Element: Dubnium (Db)], [Dubnium (Z=105). A Solid (Phase 3) with Other/Unknown potential. Valence 2. Tension: 5. A d-block transition metal in period 7, variable oxidation character.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,268,0,0,105,293/10
ELEM_Sg_106,Sg,106,PERIOD_7,TRANSITION_METAL,"[Element: Seaborgium (Sg)], [Seaborgium (Z=106). A Solid (Phase 3) with Other/Unknown potential. Valence 2. Tension: 2. A d-block transition metal in period 7, variable oxidation character.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,269,0,0,106,35
ELEM_Bh_107,Bh,107,PERIOD_7,TRANSITION_METAL,"[Element: Bohrium (Bh)], [Bohrium (Z=107). A Solid (Phase 3) with Other/Unknown potential. Valence 2. Tension: 4. A d-block transition metal in period 7, variable oxidation character.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,270,0,0,107,371/10
ELEM_Hs_108,Hs,108,PERIOD_7,TRANSITION_METAL,"[Element: Hassium (Hs)], [Hassium (Z=108). A Solid (Phase 3) with Other/Unknown potential. Valence 2. Tension: 5. A d-block transition metal in period 7, variable oxidation character.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,277,0,0,108,407/10
ELEM_Mt_109,Mt,109,PERIOD_7,TRANSITION_METAL,"[Element: Meitnerium (Mt)], [Meitnerium (Z=109). A Solid (Phase 3) with Other/Unknown potential. Valence 2. Tension: 8. A d-block transition metal in period 7, variable oxidation character.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,278,0,0,109,187/5
ELEM_Ds_110,Ds,110,PERIOD_7,TRANSITION_METAL,"[Element: Darmstadtium (Ds)], [Darmstadtium (Z=110). A Solid (Phase 3) with Other/Unknown potential. Valence 2. Tension: 6. A d-block transition metal in period 7, variable oxidation character.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,281,0,0,110,174/5
ELEM_Rg_111,Rg,111,PERIOD_7,TRANSITION_METAL,"[Element: Roentgenium (Rg)], [Roentgenium (Z=111). A Solid (Phase 3) with Other/Unknown potential. Valence 1. Tension: 5. A d-block transition metal in period 7, variable oxidation character.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,282,0,0,111,287/10
ELEM_Cn_112,Cn,112,PERIOD_7,TRANSITION_METAL,"[Element: Copernicium (Cn)], [Copernicium (Z=112). A Liquid (Phase 2) with Other/Unknown potential. Valence 2. Tension: 6. A d-block transition metal in period 7, variable oxidation character.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,285,357,283,112,237/10
ELEM_Nh_113,Nh,113,PERIOD_7,POST_TRANSITION_METAL,"[Element: Nihonium (Nh)], [Nihonium (Z=113). A Solid (Phase 3) with Other/Unknown potential. Valence 3. Tension: 8. A Post Transition element in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,286,1430,700,113,16
ELEM_Fl_114,Fl,114,PERIOD_7,POST_TRANSITION_METAL,"[Element: Flerovium (Fl)], [Flerovium (Z=114). A Solid (Phase 3) with Other/Unknown potential. Valence 4. Tension: 5. A Post Transition element in period 7.]",8,0.7623459965437248,125770049993645688642280060735776022759730663314546448544691/40344489343054752407088436891842371820968160890283666757563,289,210,200,114,14
ELEM_Mc_115,Mc,115,PERIOD_7,POST_TRANSITION_METAL,"[Element: Moscovium (Mc)], [Moscovium (Z=115). A Solid (Phase 3) with Other/Unknown potential. Valence 5. Tension: 7. A Post Transition element in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,290,1400,670,115,27/2
ELEM_Lv_116,Lv,116,PERIOD_7,POST_TRANSITION_METAL,"[Element: Livermorium (Lv)], [Livermorium (Z=116). A Solid (Phase 3) with Other/Unknown potential. Valence 6. Tension: 5. A Post Transition element in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,293,1085,709,116,129/10
ELEM_Ts_117,Ts,117,PERIOD_7,HALOGEN,"[Element: Tennessine (Ts)], [Tennessine (Z=117). A Solid (Phase 3) with Other/Unknown potential. Valence 7. Tension: 6. A Halogen element in period 7.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,294,883,723,117,36/5
ELEM_Og_118,Og,118,PERIOD_7,NOBLE_GAS,"[Element: Oganesson (Og)], [Oganesson (Z=118). A Gas (Phase 1) with Other/Unknown potential. Valence 8. Tension: 7. A noble gas closure at period 7, full shell stability.]",12,0.6813796908424689,125770049993645688642280060735776022759730663314546448544691/26896326228703168271392291261228247880645440593522444505042,294,350,325,118,5
