ubp_id,symbol,atomic_number_identity,channel,value_exact,unit,condition,uncertainty,source,status
ELEM_Ga_031,Ga,31,atomic_number,31,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ga_031,Ga,31,density,5907/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ge_032,Ge,32,atomic_mass,7263/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ge_032,Ge,32,boiling_point,3106,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ge_032,Ge,32,melting_point,6057/5,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ge_032,Ge,32,atomic_number,32,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ge_032,Ge,32,density,5323/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_As_033,As,33,atomic_mass,37461/500,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_As_033,As,33,boiling_point,887,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_As_033,As,33,melting_point,1090,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_As_033,As,33,atomic_number,33,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_As_033,As,33,density,722/125,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Se_034,Se,34,atomic_mass,78971/1000,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Se_034,Se,34,boiling_point,958,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Se_034,Se,34,melting_point,494,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Se_034,Se,34,atomic_number,34,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Se_034,Se,34,density,4809/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Br_035,Br,35,atomic_mass,9988/125,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Br_035,Br,35,boiling_point,332,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Br_035,Br,35,melting_point,1329/5,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Br_035,Br,35,atomic_number,35,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Br_035,Br,35,density,7757/2500,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Kr_036,Kr,36,atomic_mass,41899/500,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Kr_036,Kr,36,boiling_point,11993/100,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Kr_036,Kr,36,melting_point,11579/100,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Kr_036,Kr,36,atomic_number,36,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Kr_036,Kr,36,density,3749/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Rb_037,Rb,37,atomic_mass,21367/250,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Rb_037,Rb,37,boiling_point,961,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Rb_037,Rb,37,melting_point,15623/50,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Rb_037,Rb,37,atomic_number,37,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Rb_037,Rb,37,density,383/250,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Sr_038,Sr,38,atomic_mass,4381/50,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Sr_038,Sr,38,boiling_point,1655,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Sr_038,Sr,38,melting_point,1050,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Sr_038,Sr,38,atomic_number,38,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Sr_038,Sr,38,density,66/25,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Y_039,Y,39,atomic_mass,44453/500,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Y_039,Y,39,boiling_point,3609,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Y_039,Y,39,melting_point,1799,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Y_039,Y,39,atomic_number,39,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Y_039,Y,39,density,4469/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Zr_040,Zr,40,atomic_mass,11403/125,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Zr_040,Zr,40,boiling_point,4682,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Zr_040,Zr,40,melting_point,2128,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Zr_040,Zr,40,atomic_number,40,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Zr_040,Zr,40,density,3253/500,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Nb_041,Nb,41,atomic_mass,46453/500,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Nb_041,Nb,41,boiling_point,5017,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Nb_041,Nb,41,melting_point,2750,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Nb_041,Nb,41,atomic_number,41,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Nb_041,Nb,41,density,857/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Mo_042,Mo,42,atomic_mass,1919/20,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Mo_042,Mo,42,boiling_point,4912,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Mo_042,Mo,42,melting_point,2896,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Mo_042,Mo,42,atomic_number,42,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Mo_042,Mo,42,density,511/50,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Tc_043,Tc,43,atomic_mass,98,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Tc_043,Tc,43,boiling_point,4538,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Tc_043,Tc,43,melting_point,2430,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Tc_043,Tc,43,atomic_number,43,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Tc_043,Tc,43,density,23/2,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ru_044,Ru,44,atomic_mass,10107/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ru_044,Ru,44,boiling_point,4423,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ru_044,Ru,44,melting_point,2607,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ru_044,Ru,44,atomic_number,44,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ru_044,Ru,44,density,1237/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Rh_045,Rh,45,atomic_mass,10291/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Rh_045,Rh,45,boiling_point,3968,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Rh_045,Rh,45,melting_point,2237,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Rh_045,Rh,45,atomic_number,45,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Rh_045,Rh,45,density,1241/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Pd_046,Pd,46,atomic_mass,5321/50,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Pd_046,Pd,46,boiling_point,3236,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pd_046,Pd,46,melting_point,36561/20,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pd_046,Pd,46,atomic_number,46,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Pd_046,Pd,46,density,601/50,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ag_047,Ag,47,atomic_mass,10787/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ag_047,Ag,47,boiling_point,2435,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ag_047,Ag,47,melting_point,123493/100,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ag_047,Ag,47,atomic_number,47,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ag_047,Ag,47,density,10501/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Cd_048,Cd,48,atomic_mass,11241/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Cd_048,Cd,48,boiling_point,1040,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Cd_048,Cd,48,melting_point,29711/50,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Cd_048,Cd,48,atomic_number,48,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Cd_048,Cd,48,density,869/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_In_049,In,49,atomic_mass,5741/50,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_In_049,In,49,boiling_point,2345,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_In_049,In,49,melting_point,1719/4,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_In_049,In,49,atomic_number,49,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_In_049,In,49,density,731/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Sn_050,Sn,50,atomic_mass,11871/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Sn_050,Sn,50,boiling_point,2875,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Sn_050,Sn,50,melting_point,12627/25,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Sn_050,Sn,50,atomic_number,50,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Sn_050,Sn,50,density,7287/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Sb_051,Sb,51,atomic_mass,3044/25,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Sb_051,Sb,51,boiling_point,1860,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Sb_051,Sb,51,melting_point,45189/50,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Sb_051,Sb,51,atomic_number,51,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Sb_051,Sb,51,density,1337/200,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Te_052,Te,52,atomic_mass,638/5,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Te_052,Te,52,boiling_point,1261,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Te_052,Te,52,melting_point,36133/50,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Te_052,Te,52,atomic_number,52,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Te_052,Te,52,density,779/125,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_I_053,I,53,atomic_mass,1269/10,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_I_053,I,53,boiling_point,2287/5,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_I_053,I,53,melting_point,7737/20,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_I_053,I,53,atomic_number,53,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_I_053,I,53,density,493/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Xe_054,Xe,54,atomic_mass,13129/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Xe_054,Xe,54,boiling_point,16503/100,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Xe_054,Xe,54,melting_point,807/5,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Xe_054,Xe,54,atomic_number,54,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Xe_054,Xe,54,density,2947/500,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Cs_055,Cs,55,atomic_mass,13291/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Cs_055,Cs,55,boiling_point,944,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Cs_055,Cs,55,melting_point,30159/100,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Cs_055,Cs,55,atomic_number,55,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Cs_055,Cs,55,density,1873/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ba_056,Ba,56,atomic_mass,13733/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ba_056,Ba,56,boiling_point,2170,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ba_056,Ba,56,melting_point,1000,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ba_056,Ba,56,atomic_number,56,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ba_056,Ba,56,density,1797/500,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_La_057,La,57,atomic_mass,13891/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_La_057,La,57,boiling_point,3737,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_La_057,La,57,melting_point,1193,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_La_057,La,57,atomic_number,57,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_La_057,La,57,density,1229/200,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ce_058,Ce,58,atomic_mass,3503/25,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ce_058,Ce,58,boiling_point,3716,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ce_058,Ce,58,melting_point,1068,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ce_058,Ce,58,atomic_number,58,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ce_058,Ce,58,density,677/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Pr_059,Pr,59,atomic_mass,14091/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Pr_059,Pr,59,boiling_point,3793,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pr_059,Pr,59,melting_point,1208,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pr_059,Pr,59,atomic_number,59,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Pr_059,Pr,59,density,6773/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Nd_060,Nd,60,atomic_mass,3606/25,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Nd_060,Nd,60,boiling_point,3347,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Nd_060,Nd,60,melting_point,1297,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Nd_060,Nd,60,atomic_number,60,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Nd_060,Nd,60,density,7007/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Pm_061,Pm,61,atomic_mass,145,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Pm_061,Pm,61,boiling_point,3273,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pm_061,Pm,61,melting_point,1315,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pm_061,Pm,61,atomic_number,61,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Pm_061,Pm,61,density,363/50,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
